filename,image_path,label_path_xml,label_path,image_size,bbox_count,tables
00016.PNG,data/images/00016.PNG,data/labels/00016.xml,data/labels/00016.txt,"<PandasArray>
[1798, 1176, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '13'), ('ymin', '671'), ('xmax', '1784'), ('ymax', '908')]))])]
Length: 1, dtype: object"
00017.PNG,data/images/00017.PNG,data/labels/00017.xml,data/labels/00017.txt,"<PandasArray>
[329, 292, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '39'), ('ymin', '135'), ('xmax', '289'), ('ymax', '186')]))])]
Length: 1, dtype: object"
00018.PNG,data/images/00018.PNG,data/labels/00018.xml,data/labels/00018.txt,"<PandasArray>
[734, 968, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '55'), ('ymin', '450'), ('xmax', '663'), ('ymax', '840')]))])]
Length: 1, dtype: object"
00019.PNG,data/images/00019.PNG,data/labels/00019.xml,data/labels/00019.txt,"<PandasArray>
[735, 951, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '44'), ('ymin', '395'), ('xmax', '692'), ('ymax', '740')]))])]
Length: 1, dtype: object"
00020.PNG,data/images/00020.PNG,data/labels/00020.xml,data/labels/00020.txt,"<PandasArray>
[373, 480, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '41'), ('ymin', '155'), ('xmax', '317'), ('ymax', '323')]))])]
Length: 1, dtype: object"
00021.PNG,data/images/00021.PNG,data/labels/00021.xml,data/labels/00021.txt,"<PandasArray>
[859, 678, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '1'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '1'), ('ymin', '293'), ('xmax', '853'), ('ymax', '663')]))])]
Length: 1, dtype: object"
00022.PNG,data/images/00022.PNG,data/labels/00022.xml,data/labels/00022.txt,"<PandasArray>
[580, 729, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '13'), ('ymin', '491'), ('xmax', '557'), ('ymax', '618')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '16'), ('ymin', '50'), ('xmax', '325'), ('ymax', '481')]))])]
Length: 2, dtype: object"
00023.PNG,data/images/00023.PNG,data/labels/00023.xml,data/labels/00023.txt,"<PandasArray>
[600, 794, 3]
Length: 3, dtype: int32",3,"<PandasArray>
[ OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '10'), ('ymin', '316'), ('xmax', '324'), ('ymax', '433')]))]),
 OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '329'), ('ymin', '312'), ('xmax', '594'), ('ymax', '429')]))]),
  OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '10'), ('ymin', '522'), ('xmax', '593'), ('ymax', '739')]))])]
Length: 3, dtype: object"
00024.PNG,data/images/00024.PNG,data/labels/00024.xml,data/labels/00024.txt,"<PandasArray>
[518, 703, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '29'), ('ymin', '244'), ('xmax', '312'), ('ymax', '467')]))])]
Length: 1, dtype: object"
00025.PNG,data/images/00025.PNG,data/labels/00025.xml,data/labels/00025.txt,"<PandasArray>
[763, 900, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '19'), ('ymin', '441'), ('xmax', '742'), ('ymax', '712')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '381'), ('ymin', '44'), ('xmax', '744'), ('ymax', '298')]))])]
Length: 2, dtype: object"
00026.PNG,data/images/00026.PNG,data/labels/00026.xml,data/labels/00026.txt,"<PandasArray>
[791, 1024, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '149'), ('ymin', '664'), ('xmax', '650'), ('ymax', '739')]))])]
Length: 1, dtype: object"
00027.PNG,data/images/00027.PNG,data/labels/00027.xml,data/labels/00027.txt,"<PandasArray>
[750, 1061, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '47'), ('ymin', '460'), ('xmax', '702'), ('ymax', '682')]))])]
Length: 1, dtype: object"
00028.PNG,data/images/00028.PNG,data/labels/00028.xml,data/labels/00028.txt,"<PandasArray>
[1275, 1650, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '63'), ('ymin', '707'), ('xmax', '1206'), ('ymax', '1187')]))])]
Length: 1, dtype: object"
00029.PNG,data/images/00029.PNG,data/labels/00029.xml,data/labels/00029.txt,"<PandasArray>
[1700, 2201, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '1184'), ('ymin', '267'), ('xmax', '1598'), ('ymax', '627')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '64'), ('ymin', '644'), ('xmax', '1634'), ('ymax', '1816')]))])]
Length: 2, dtype: object"
00030.PNG,data/images/00030.PNG,data/labels/00030.xml,data/labels/00030.txt,"<PandasArray>
[409, 512, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '13'), ('ymin', '147'), ('xmax', '388'), ('ymax', '454')]))])]
Length: 1, dtype: object"
00031.PNG,data/images/00031.PNG,data/labels/00031.xml,data/labels/00031.txt,"<PandasArray>
[803, 814, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '42'), ('ymin', '389'), ('xmax', '767'), ('ymax', '770')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '539'), ('ymin', '261'), ('xmax', '762'), ('ymax', '347')]))])]
Length: 2, dtype: object"
00032.PNG,data/images/00032.PNG,data/labels/00032.xml,data/labels/00032.txt,"<PandasArray>
[585, 611, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '45'), ('ymin', '290'), ('xmax', '537'), ('ymax', '468')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '350'), ('ymin', '184'), ('xmax', '539'), ('ymax', '230')]))])]
Length: 2, dtype: object"
00033.PNG,data/images/00033.PNG,data/labels/00033.xml,data/labels/00033.txt,"<PandasArray>
[301, 241, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '11'), ('ymin', '138'), ('xmax', '289'), ('ymax', '186')]))])]
Length: 1, dtype: object"
00034.PNG,data/images/00034.PNG,data/labels/00034.xml,data/labels/00034.txt,"<PandasArray>
[750, 1061, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '99'), ('ymin', '341'), ('xmax', '699'), ('ymax', '593')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '501'), ('ymin', '212'), ('xmax', '706'), ('ymax', '296')]))])]
Length: 2, dtype: object"
00035.PNG,data/images/00035.PNG,data/labels/00035.xml,data/labels/00035.txt,"<PandasArray>
[498, 1271, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '39'), ('ymin', '633'), ('xmax', '459'), ('ymax', '959')]))])]
Length: 1, dtype: object"
00036.PNG,data/images/00036.PNG,data/labels/00036.xml,data/labels/00036.txt,"<PandasArray>
[700, 560, 1]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '18'), ('ymin', '264'), ('xmax', '683'), ('ymax', '351')]))])]
Length: 1, dtype: object"
00039.PNG,data/images/00039.PNG,data/labels/00039.xml,data/labels/00039.txt,"<PandasArray>
[904, 1063, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '1'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '1'), ('ymin', '278'), ('xmax', '900'), ('ymax', '910')]))])]
Length: 1, dtype: object"
00040.PNG,data/images/00040.PNG,data/labels/00040.xml,data/labels/00040.txt,"<PandasArray>
[355, 497, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '22'), ('ymin', '179'), ('xmax', '331'), ('ymax', '395')]))])]
Length: 1, dtype: object"
00041.PNG,data/images/00041.PNG,data/labels/00041.xml,data/labels/00041.txt,"<PandasArray>
[878, 1189, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '52'), ('ymin', '459'), ('xmax', '823'), ('ymax', '930')]))])]
Length: 1, dtype: object"
00042.PNG,data/images/00042.PNG,data/labels/00042.xml,data/labels/00042.txt,"<PandasArray>
[458, 635, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '7'), ('ymin', '309'), ('xmax', '451'), ('ymax', '499')]))])]
Length: 1, dtype: object"
00043.PNG,data/images/00043.PNG,data/labels/00043.xml,data/labels/00043.txt,"<PandasArray>
[618, 800, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '53'), ('ymin', '391'), ('xmax', '561'), ('ymax', '539')]))])]
Length: 1, dtype: object"
00044.PNG,data/images/00044.PNG,data/labels/00044.xml,data/labels/00044.txt,"<PandasArray>
[900, 1155, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '159'), ('ymin', '458'), ('xmax', '740'), ('ymax', '910')]))])]
Length: 1, dtype: object"
00045.PNG,data/images/00045.PNG,data/labels/00045.xml,data/labels/00045.txt,"<PandasArray>
[764, 823, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '27'), ('ymin', '442'), ('xmax', '733'), ('ymax', '680')]))])]
Length: 1, dtype: object"
00046.PNG,data/images/00046.PNG,data/labels/00046.xml,data/labels/00046.txt,"<PandasArray>
[1600, 2065, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '39'), ('ymin', '936'), ('xmax', '1554'), ('ymax', '1786')]))])]
Length: 1, dtype: object"
00047.PNG,data/images/00047.PNG,data/labels/00047.xml,data/labels/00047.txt,"<PandasArray>
[1370, 1770, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '86'), ('ymin', '558'), ('xmax', '1329'), ('ymax', '836')]))])]
Length: 1, dtype: object"
00048.PNG,data/images/00048.PNG,data/labels/00048.xml,data/labels/00048.txt,"<PandasArray>
[1700, 2200, 3]
Length: 3, dtype: int32",2,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '54'), ('ymin', '729'), ('xmax', '1668'), ('ymax', '1036')]))]), OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '61'), ('ymin', '1139'), ('xmax', '1694'), ('ymax', '1853')]))])]
Length: 2, dtype: object"
00049.PNG,data/images/00049.PNG,data/labels/00049.xml,data/labels/00049.txt,"<PandasArray>
[585, 650, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '81'), ('ymin', '194'), ('xmax', '498'), ('ymax', '514')]))])]
Length: 1, dtype: object"
00050.PNG,data/images/00050.PNG,data/labels/00050.xml,data/labels/00050.txt,"<PandasArray>
[636, 832, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '12'), ('ymin', '329'), ('xmax', '621'), ('ymax', '660')]))])]
Length: 1, dtype: object"
00051.PNG,data/images/00051.PNG,data/labels/00051.xml,data/labels/00051.txt,"<PandasArray>
[546, 658, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '1'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '1'), ('ymin', '295'), ('xmax', '546'), ('ymax', '652')]))])]
Length: 1, dtype: object"
00052.PNG,data/images/00052.PNG,data/labels/00052.xml,data/labels/00052.txt,"<PandasArray>
[583, 485, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '23'), ('ymin', '216'), ('xmax', '566'), ('ymax', '368')]))])]
Length: 1, dtype: object"
00053.PNG,data/images/00053.PNG,data/labels/00053.xml,data/labels/00053.txt,"<PandasArray>
[583, 485, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '22'), ('ymin', '216'), ('xmax', '564'), ('ymax', '364')]))])]
Length: 1, dtype: object"
00054.PNG,data/images/00054.PNG,data/labels/00054.xml,data/labels/00054.txt,"<PandasArray>
[579, 820, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '50'), ('ymin', '352'), ('xmax', '525'), ('ymax', '666')]))])]
Length: 1, dtype: object"
00055.PNG,data/images/00055.PNG,data/labels/00055.xml,data/labels/00055.txt,"<PandasArray>
[669, 948, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '40'), ('ymin', '272'), ('xmax', '633'), ('ymax', '413')]))])]
Length: 1, dtype: object"
00056.PNG,data/images/00056.PNG,data/labels/00056.xml,data/labels/00056.txt,"<PandasArray>
[1073, 1519, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '28'), ('ymin', '526'), ('xmax', '1014'), ('ymax', '1163')]))])]
Length: 1, dtype: object"
00057.PNG,data/images/00057.PNG,data/labels/00057.xml,data/labels/00057.txt,"<PandasArray>
[583, 710, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '17'), ('ymin', '284'), ('xmax', '567'), ('ymax', '702')]))])]
Length: 1, dtype: object"
00058.PNG,data/images/00058.PNG,data/labels/00058.xml,data/labels/00058.txt,"<PandasArray>
[315, 470, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '22'), ('ymin', '219'), ('xmax', '313'), ('ymax', '381')]))])]
Length: 1, dtype: object"
00059.PNG,data/images/00059.PNG,data/labels/00059.xml,data/labels/00059.txt,"<PandasArray>
[624, 617, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '25'), ('ymin', '199'), ('xmax', '596'), ('ymax', '437')]))])]
Length: 1, dtype: object"
00060.PNG,data/images/00060.PNG,data/labels/00060.xml,data/labels/00060.txt,"<PandasArray>
[1218, 1042, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '4'), ('ymin', '278'), ('xmax', '1217'), ('ymax', '885')]))])]
Length: 1, dtype: object"
00061.PNG,data/images/00061.PNG,data/labels/00061.xml,data/labels/00061.txt,"<PandasArray>
[2550, 3300, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '487'), ('ymin', '580'), ('xmax', '2067'), ('ymax', '3235')]))])]
Length: 1, dtype: object"
00062.PNG,data/images/00062.PNG,data/labels/00062.xml,data/labels/00062.txt,"<PandasArray>
[320, 455, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '9'), ('ymin', '209'), ('xmax', '315'), ('ymax', '345')]))])]
Length: 1, dtype: object"
00063.PNG,data/images/00063.PNG,data/labels/00063.xml,data/labels/00063.txt,"<PandasArray>
[475, 614, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '47'), ('ymin', '206'), ('xmax', '446'), ('ymax', '419')]))])]
Length: 1, dtype: object"
00064.PNG,data/images/00064.PNG,data/labels/00064.xml,data/labels/00064.txt,"<PandasArray>
[722, 559, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '52'), ('ymin', '127'), ('xmax', '623'), ('ymax', '359')]))])]
Length: 1, dtype: object"
00065.PNG,data/images/00065.PNG,data/labels/00065.xml,data/labels/00065.txt,"<PandasArray>
[250, 380, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '9'), ('ymin', '120'), ('xmax', '241'), ('ymax', '312')]))])]
Length: 1, dtype: object"
00066.PNG,data/images/00066.PNG,data/labels/00066.xml,data/labels/00066.txt,"<PandasArray>
[790, 890, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '44'), ('ymin', '397'), ('xmax', '741'), ('ymax', '829')]))])]
Length: 1, dtype: object"
00067.PNG,data/images/00067.PNG,data/labels/00067.xml,data/labels/00067.txt,"<PandasArray>
[478, 620, 3]
Length: 3, dtype: int32",1,"<PandasArray>
[OrderedDict([('name', 'Table'), ('pose', 'Unspecified'), ('truncated', '0'), ('difficult', '0'), ('bndbox', OrderedDict([('xmin', '37'), ('ymin', '205'), ('xmax', '444'), ('ymax', '446')]))])]
Length: 1, dtype: object"
